"","checking_status0<=X<200","checking_status>=200","checking_statusno checking","duration","credit_historyall paid","credit_historyexisting paid","credit_historydelayed previously","credit_historycritical/other existing credit","purposeused car","purposefurniture/equipment","purposeradio/tv","purposeeducation","purposebusiness","purposeother","log_credit_amount","savings_status100<=X<500","savings_status500<=X<1000","savings_status>=1000","savings_statusno known savings","employment<1","employment1<=X<4","employment4<=X<7","employment>=7","installment_commitment","personal_statusfemale div/dep/mar","personal_statusmale single","personal_statusmale mar/wid","other_partiesco applicant","other_partiesguarantor","residence_since","property_magnitudelife insurance","property_magnitudecar","property_magnitudeno known property","age","other_payment_plansstores","other_payment_plansnone","housingown","housingfor free","existing_credits","jobunskilled resident","jobskilled","jobhigh qualif/self emp/mgmt","num_dependents","own_telephoneyes"
"281",1,0,0,0.0735294117647059,0,0,0,1,0,0,0,1,0,0,0.352052512511938,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0.666666666666667,0,0,1,0.232142857142857,0,1,0,1,0.333333333333333,0,1,0,1,0
"282",0,0,1,0.0735294117647059,0,1,0,0,0,0,0,0,0,1,0.371672988960143,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0714285714285714,0,1,0,0,0,0,1,0,0,1
"283",1,0,0,0.0735294117647059,0,1,0,0,0,1,0,0,0,0,0.312661919004473,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.333333333333333,0,1,0,0.178571428571429,0,1,1,0,0,0,1,0,0,0
"284",0,0,1,0.205882352941176,0,0,0,1,1,0,0,0,0,0,0.594999414256071,0,0,0,1,0,0,0,0,0.333333333333333,0,1,0,0,0,1,0,0,1,0.339285714285714,0,1,1,0,0,0,0,1,0,1
"286",0,0,1,0.0882352941176471,0,1,0,0,0,0,0,1,0,0,0.248250776446056,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0.482142857142857,0,1,0,1,0,0,1,0,0,1
"287",1,0,0,0.294117647058824,0,1,0,0,0,0,0,0,0,0,0.373546979145249,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0.333333333333333,0,0,0,0.0714285714285714,1,0,1,0,0,1,0,0,0,0
"288",0,0,1,0.117647058823529,0,0,0,1,0,0,1,0,0,0,0.519213592651214,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0.535714285714286,0,1,1,0,0,0,1,0,0,1
"289",0,0,1,0.470588235294118,0,0,1,0,0,0,1,0,0,0,0.670267453417886,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0.333333333333333,0,1,0,0.125,0,1,1,0,0.333333333333333,0,0,1,0,1
"290",0,0,1,0.117647058823529,0,1,0,0,0,0,1,0,0,0,0.263419805166081,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.333333333333333,0,0,0,0.160714285714286,0,1,1,0,0,0,1,0,0,0
"291",1,0,0,0.602941176470588,0,0,0,1,0,0,1,0,0,0,0.684565525133967,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0.333333333333333,1,0,0,0.107142857142857,0,1,1,0,0.333333333333333,1,0,0,0,0
"292",0,0,0,0.382352941176471,0,1,0,0,0,1,0,0,0,0,0.526578391863292,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0.0714285714285714,0,1,0,0,0,0,1,0,0,0
"293",1,0,0,0.205882352941176,0,1,0,0,0,0,0,1,0,0,0.372236773293415,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0.75,0,1,0,1,0,0,1,0,0,0
"294",0,1,0,0.117647058823529,0,1,0,0,0,0,1,0,0,0,0.606931831273572,0,0,0,1,0,0,0,1,0.333333333333333,0,1,0,0,0,0.666666666666667,0,1,0,0.321428571428571,0,1,1,0,0,0,0,1,0,0
"295",0,1,0,0.117647058823529,0,0,1,0,0,0,0,0,0,0,0.510678288879862,0,0,0,0,0,1,0,0,0.333333333333333,1,0,0,0,0,0.333333333333333,0,1,0,0.303571428571429,1,0,1,0,0.333333333333333,0,1,0,0,1
"298",0,0,1,0.117647058823529,0,1,0,0,0,0,0,0,1,0,0.423115445745294,0,0,0,0,0,0,1,0,0.333333333333333,0,1,0,0,0,1,0,1,0,0.303571428571429,0,1,1,0,0,0,1,0,0,1
"299",0,0,1,0.205882352941176,0,0,0,1,1,0,0,0,0,0,0.635907033395363,0,0,0,0,0,0,1,0,0.666666666666667,0,1,0,0,0,0,0,1,0,0.142857142857143,0,1,1,0,0.333333333333333,0,1,0,0,0
"300",0,0,0,0.205882352941176,0,1,0,0,0,1,0,0,0,0,0.623500842853306,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0.0535714285714286,0,1,0,0,0,0,1,0,0,0
"301",0,0,0,0.470588235294118,0,1,0,0,0,1,0,0,0,0,0.610125559597589,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0.333333333333333,0,1,0,0.410714285714286,0,1,1,0,0,0,1,0,1,0
"302",0,0,1,0.647058823529412,0,0,0,1,0,0,0,1,0,0,0.743316138956707,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.666666666666667,0,0,1,0.214285714285714,0,0,0,1,0,0,1,0,0,1
"303",1,0,0,0.205882352941176,0,1,0,0,0,1,0,0,0,0,0.577969692873278,0,0,0,0,0,0,1,0,0.333333333333333,1,0,0,0,0,1,0,0,0,0.375,0,1,0,0,0,0,1,0,0,0
"304",0,0,1,0.470588235294118,0,1,0,0,0,0,0,0,0,0,0.583937043957385,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0.303571428571429,0,1,1,0,0,0,1,0,0,0
"305",0,0,1,0.205882352941176,0,0,0,1,0,0,1,0,0,0,0.741788639714335,0,0,0,0,0,0,0,1,0.666666666666667,0,1,0,0,0,1,0,1,0,0.25,0,1,1,0,0.333333333333333,0,1,0,0,1
"306",0,0,1,0.0882352941176471,0,0,0,1,0,1,0,0,0,0,0.499982730841932,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.666666666666667,0,0,0,0.0714285714285714,0,1,0,0,0.333333333333333,0,1,0,0,0
"307",0,0,1,0.823529411764706,0,0,0,1,0,0,0,0,0,0,0.932050565642319,0,0,0,1,0,0,0,1,0.333333333333333,0,1,0,0,0,1,0,0,1,0.785714285714286,0,0,0,1,0,0,0,1,0,1
"308",1,0,0,0.823529411764706,1,0,0,0,0,0,0,0,0,1,0.94877986632981,1,0,0,0,0,0,0,1,0.666666666666667,1,0,0,0,0,1,0,0,1,0.732142857142857,0,0,0,1,0.333333333333333,0,0,1,0,1
"309",0,0,0,0.647058823529412,1,0,0,0,0,0,0,0,1,0,0.79665249927504,0,0,0,0,0,0,1,0,0.333333333333333,1,0,0,0,1,1,0,1,0,0.321428571428571,0,1,0,0,0,0,1,0,0,0
"310",0,0,1,0.205882352941176,0,0,1,0,0,0,1,0,0,0,0.51811353892978,0,0,0,0,0,0,0,0,0.333333333333333,0,0,1,0,0,0.666666666666667,0,0,0,0.267857142857143,0,1,1,0,0.333333333333333,0,1,0,0,0
"312",1,0,0,0.470588235294118,0,1,0,0,0,0,0,0,0,0,0.941362861867227,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0.333333333333333,0,0,1,0.678571428571429,0,1,0,1,0,0,0,1,0,1
"314",0,0,1,0.0294117647058824,0,0,0,1,0,0,0,0,0,0,0.0860901687377192,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0.589285714285714,0,1,1,0,0.333333333333333,1,0,0,0,0
"315",0,0,0,0.235294117647059,0,1,0,0,0,1,0,0,0,0,0.507027335977333,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0.357142857142857,0,1,1,0,0,0,1,0,0,1
"316",1,0,0,0.205882352941176,0,1,0,0,1,0,0,0,0,0,0.91847514843068,0,0,0,0,0,0,0,0,0.666666666666667,1,0,0,0,0,1,0,0,1,0.339285714285714,0,1,0,1,0,0,0,1,0,1
"317",0,0,1,0.264705882352941,0,1,0,0,0,0,0,0,0,0,0.380352331606418,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0.107142857142857,0,1,0,0,0,0,1,0,0,0
"318",0,1,0,0.117647058823529,0,1,0,0,0,0,0,0,0,0,0.388719375165749,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.125,0,1,1,0,0,0,1,0,0,0
"319",0,0,1,0.382352941176471,0,0,1,0,0,0,0,0,1,0,0.660095451648843,1,0,0,0,0,1,0,0,0.333333333333333,0,1,0,0,0,0.333333333333333,1,0,0,0.125,0,1,1,0,0.333333333333333,1,0,0,0,0
"320",0,0,1,0.205882352941176,0,0,0,1,0,0,1,0,0,0,0.509744932749807,0,0,0,0,0,1,0,0,0.333333333333333,1,0,0,0,0,0,0,1,0,0.107142857142857,0,1,1,0,0.333333333333333,0,1,0,0,0
"322",1,0,0,0.205882352941176,0,0,0,1,0,1,0,0,0,0,0.787045389573259,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0.375,1,0,1,0,0.333333333333333,0,0,1,0,1
"323",1,0,0,0.161764705882353,0,0,0,1,0,0,0,0,1,0,0.518714213194613,0,1,0,0,0,1,0,0,0.333333333333333,0,1,0,0,0,1,0,1,0,0.142857142857143,0,0,1,0,0,0,1,0,0,0
"324",0,1,0,0.0882352941176471,0,1,0,0,0,0,0,0,0,1,0.369594007086368,0,0,0,0,0,1,0,0,0.333333333333333,0,1,0,0,0,0.333333333333333,0,1,0,0.321428571428571,0,1,1,0,0,0,1,0,0,1
"326",0,0,1,0.205882352941176,0,1,0,0,0,0,0,0,0,0,0.46166386674065,0,0,0,0,0,1,0,0,0.333333333333333,0,0,1,0,0,0.333333333333333,1,0,0,0.196428571428571,0,1,1,0,0,0,0,1,0,1
"327",1,0,0,0.117647058823529,0,1,0,0,0,1,0,0,0,0,0.318410370440076,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"328",0,0,0,0.470588235294118,0,1,0,0,0,0,0,0,0,0,0.596435423286616,0,0,0,0,0,0,1,0,0.333333333333333,0,1,0,0,0,1,0,0,1,0.357142857142857,0,0,0,1,0,0,0,1,1,1
"329",0,0,0,0.0294117647058824,0,0,0,1,0,0,1,0,0,0,0.478542251894858,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0.214285714285714,0,1,1,0,0,0,1,0,0,0
"331",1,0,0,0.514705882352941,0,0,1,0,0,0,0,1,0,0,0.895591722184609,1,0,0,0,0,0,1,0,0.333333333333333,0,1,0,0,0,0.666666666666667,0,0,1,0.232142857142857,0,1,0,0,0,0,1,0,0,1
"332",0,0,0,0.117647058823529,0,1,0,0,0,1,0,0,0,0,0.542636325251314,0,0,0,0,0,0,0,0,0.666666666666667,1,0,0,0,0,1,0,0,1,0.642857142857143,0,1,0,1,0,0,0,1,0,0
"333",0,0,0,0.470588235294118,0,0,0,1,0,1,0,0,0,0,0.520903506349548,0,0,0,0,0,1,0,0,0.666666666666667,0,0,1,0,0,0.333333333333333,1,0,0,0.482142857142857,0,1,1,0,0.333333333333333,0,1,0,0,1
"334",1,0,0,0.117647058823529,0,1,0,0,0,0,0,0,0,0,0.369214005492704,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.482142857142857,0,1,0,0,0.333333333333333,0,1,0,0,0
"335",0,0,0,0.558823529411765,0,1,0,0,0,1,0,0,0,0,0.802538918994511,0,0,0,0,0,0,1,0,0.333333333333333,0,1,0,0,1,1,1,0,0,0.464285714285714,0,1,0,1,0,0,1,0,1,0
"336",1,0,0,0.0735294117647059,0,1,0,0,0,0,1,0,0,0,0.140794305541986,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0.666666666666667,0,0,0,0.0892857142857143,0,1,1,0,0,0,1,0,0,0
"337",0,0,1,0.294117647058824,0,0,0,1,0,0,1,0,0,0,0.419160750048945,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0.428571428571429,0,1,1,0,0.333333333333333,1,0,0,0,0
"338",0,0,1,0.205882352941176,0,1,0,0,0,0,1,0,0,0,0.412469007210279,0,0,0,0,1,0,0,0,0.666666666666667,0,0,1,0,0,1,0,0,0,0.357142857142857,0,1,1,0,0,0,1,0,0,1
"341",0,0,1,0.147058823529412,0,0,1,0,0,0,0,0,0,0,0.271084103355263,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0.333333333333333,0,1,0,0.142857142857143,0,1,1,0,0.333333333333333,1,0,0,0,0
"342",1,0,0,0.205882352941176,0,0,1,0,0,0,0,0,0,0,0.569927802062583,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0.428571428571429,0,1,1,0,0,0,1,0,1,0
"343",1,0,0,0.294117647058824,0,1,0,0,0,0,1,0,0,0,0.488088134351992,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0535714285714286,0,1,1,0,0,0,1,0,0,1
"344",0,0,1,0.294117647058824,0,0,0,1,1,0,0,0,0,0,0.505444923950721,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0.428571428571429,0,1,1,0,0.333333333333333,0,1,0,1,1
"345",0,0,0,0.161764705882353,0,1,0,0,0,0,1,0,0,0,0.334408094972974,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0.333333333333333,0,0,0,0.142857142857143,0,1,1,0,0,0,1,0,0,0
"346",0,0,1,0.294117647058824,0,1,0,0,0,0,1,0,0,0,0.595431148767896,0,1,0,0,0,0,0,1,0.666666666666667,0,0,0,0,0,0.333333333333333,0,1,0,0.125,0,1,1,0,0,0,0,1,0,1
"348",0,1,0,0.117647058823529,0,0,0,1,0,0,0,0,0,0,0.307760559009274,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0.333333333333333,0,0,0,0.160714285714286,0,1,1,0,0.666666666666667,0,1,0,0,1
"349",1,0,0,0.294117647058824,0,1,0,0,0,0,1,0,0,0,0.479727580269131,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0.0178571428571429,0,1,1,0,0,0,1,0,0,1
"350",0,0,1,0.426470588235294,0,0,0,1,1,0,0,0,0,0,0.78319764038749,0,0,0,0,0,0,1,0,0.666666666666667,0,1,0,0,0,0.333333333333333,0,1,0,0.285714285714286,0,1,1,0,0.333333333333333,0,0,1,0,1
"352",0,0,1,0.0882352941176471,0,1,0,0,0,0,0,0,0,0,0.431265914035571,0,1,0,0,0,1,0,0,0.666666666666667,0,1,0,0,0,0.333333333333333,0,0,1,0.375,0,1,0,0,0,1,0,0,1,0
"353",0,0,0,0.294117647058824,0,1,0,0,0,0,0,0,0,0,0.397470394389964,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0.333333333333333,1,0,0,0.285714285714286,0,1,1,0,0,0,1,0,0,0
"355",0,0,0,0.117647058823529,0,1,0,0,0,0,0,0,0,0,0.542726517582706,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.25,0,1,1,0,0,1,0,0,1,0
"357",0,0,1,0.25,0,1,0,0,0,0,0,0,0,0,0.560347278897759,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0.333333333333333,0,1,0,0.214285714285714,0,0,1,0,0,0,0,1,0,0
"359",1,0,0,0.205882352941176,0,1,0,0,0,0,0,0,0,0,0.331965905313509,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0.333333333333333,1,0,0,0.25,0,1,1,0,0,0,1,0,0,0
"361",1,0,0,0.117647058823529,0,1,0,0,1,0,0,0,0,0,0.48683011792839,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0.333333333333333,0,1,0,0.196428571428571,0,1,1,0,0,0,1,0,0,0
"362",1,0,0,0.117647058823529,0,0,0,1,0,0,0,0,0,0,0.312419288910916,0,0,0,0,0,0,1,0,0.333333333333333,0,1,0,0,0,0.666666666666667,0,0,0,0.5,0,1,1,0,0.333333333333333,1,0,0,1,0
"364",1,0,0,0.117647058823529,0,1,0,0,0,1,0,0,0,0,0.558669342877249,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.333333333333333,1,0,0,0.107142857142857,0,0,1,0,0,0,1,0,0,1
"365",1,0,0,0.205882352941176,0,1,0,0,1,0,0,0,0,0,0.56009635897745,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.666666666666667,0,1,0,0.0357142857142857,0,1,0,0,0,0,1,0,0,1
"366",0,0,1,0.352941176470588,0,0,0,1,0,0,1,0,0,0,0.55706401132649,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0.333333333333333,0,1,0,0.178571428571429,0,1,1,0,0.333333333333333,0,1,0,0,0
"367",0,0,1,0.205882352941176,0,0,0,1,0,0,1,0,0,0,0.354698748508742,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0.666666666666667,0,0,0,0.482142857142857,0,1,1,0,0.333333333333333,0,1,0,0,0
"368",0,0,1,0.0735294117647059,0,1,0,0,0,1,0,0,0,0,0.385727630766418,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0.0178571428571429,0,1,1,0,0,0,1,0,0,0
"371",0,0,1,0.0147058823529412,0,1,0,0,0,0,0,0,1,0,0.610260494863097,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.982142857142857,0,1,1,0,0,1,0,0,0,0
"372",1,0,0,0.294117647058824,0,1,0,0,0,0,0,0,0,1,0.886887802750837,0,0,0,0,0,1,0,0,0.333333333333333,0,1,0,1,0,0.666666666666667,0,1,0,0.178571428571429,0,0,1,0,0.333333333333333,0,0,1,0,1
"373",0,0,0,0.0294117647058824,0,0,0,1,0,1,0,0,0,0,0.468215311906059,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0.303571428571429,0,1,0,1,0.666666666666667,0,0,1,0,1
"374",0,0,1,0.294117647058824,0,0,0,1,0,0,0,0,0,1,0.490245170830115,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.333333333333333,0,0,0,0.25,0,1,1,0,0.333333333333333,0,1,0,0,1
"376",1,0,0,0.117647058823529,0,1,0,0,0,0,1,0,0,0,0.414199262171192,0,0,0,1,0,1,0,0,0.333333333333333,0,0,1,0,0,0,0,0,0,0.107142857142857,0,1,1,0,0,0,1,0,0,1
"377",0,0,1,0.0294117647058824,0,1,0,0,0,0,0,0,0,1,0.225765241565457,0,1,0,0,0,0,1,0,0.333333333333333,0,0,1,0,0,1,0,0,0,0.0714285714285714,0,1,0,0,0,1,0,0,0,0
"379",0,0,0,0.558823529411765,0,0,0,1,0,0,0,0,0,1,0.606589477430531,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0.821428571428571,0,1,1,0,0.333333333333333,0,0,0,0,0
"380",0,0,0,0.382352941176471,0,0,0,1,1,0,0,0,0,0,0.746228625768236,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0.0892857142857143,0,1,0,0,0.333333333333333,0,1,0,0,0
"381",0,1,0,0.117647058823529,1,0,0,0,0,0,0,0,1,0,0.207062327596029,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.125,0,1,1,0,0,0,0,0,0,0
"382",0,0,1,0.117647058823529,0,1,0,0,0,0,0,0,0,0,0.469701329253393,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0.357142857142857,0,1,1,0,0,0,0,1,0,1
"383",0,0,0,0.117647058823529,0,1,0,0,0,1,0,0,0,0,0.434591367801543,0,0,0,0,0,1,0,0,0.333333333333333,1,0,0,1,0,0.666666666666667,1,0,0,0.196428571428571,0,1,1,0,0,0,1,0,0,0
"384",1,0,0,0.235294117647059,0,0,1,0,0,0,0,0,0,1,0.547192110308521,0,0,0,0,0,1,0,0,0.333333333333333,0,1,0,0,0,0.666666666666667,0,1,0,0.178571428571429,0,0,1,0,0.333333333333333,0,1,0,0,1
"385",0,0,1,0.117647058823529,0,1,0,0,0,0,0,1,0,0,0.245677461962954,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0.392857142857143,0,0,1,0,0,1,0,0,1,0
"386",1,0,0,0.647058823529412,0,0,0,1,0,1,0,0,0,0,0.701113109335298,0,0,0,0,0,1,0,0,0.333333333333333,1,0,0,0,0,0.666666666666667,0,1,0,0.196428571428571,0,1,1,0,0,0,0,1,0,1
"388",0,0,0,0.470588235294118,0,1,0,0,0,0,0,0,0,0,0.464458187807137,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0.267857142857143,0,1,1,0,0,0,1,0,0,1
"389",1,0,0,0.0441176470588235,0,1,0,0,0,0,1,0,0,0,0.54245583558484,0,0,0,0,0,1,0,0,0.333333333333333,0,1,0,0,1,0.333333333333333,0,0,0,0.285714285714286,0,1,1,0,0,0,1,0,0,0
"390",0,1,0,0.117647058823529,0,1,0,0,0,1,0,0,0,0,0.404601163140815,0,0,0,1,0,0,0,1,0.666666666666667,1,0,0,0,0,1,0,0,0,0.642857142857143,0,1,1,0,0,0,0,1,0,1
"392",1,0,0,0.161764705882353,0,0,1,0,0,0,0,0,0,1,0.418546321888162,0,0,1,0,0,1,0,0,0.666666666666667,0,0,1,0,0,0.666666666666667,1,0,0,0.75,1,0,1,0,0.333333333333333,0,1,0,0,0
"393",0,0,1,0.470588235294118,0,0,0,1,1,0,0,0,0,0,0.881193505852702,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0.333333333333333,0,1,0,0.196428571428571,0,1,1,0,0,0,0,1,0,1
"395",0,0,1,0.117647058823529,0,0,0,0,0,1,0,0,0,0,0.558416605025626,0,0,0,0,0,0,0,1,0.333333333333333,0,1,0,0,0,1,1,0,0,0.267857142857143,0,1,1,0,0.333333333333333,0,1,0,0,0
"398",0,0,1,0.294117647058824,0,1,0,0,1,0,0,0,0,0,0.551573568530906,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0.178571428571429,0,1,1,0,0,0,0,1,0,1
"399",0,0,0,0.102941176470588,0,0,0,1,0,0,0,0,0,0,0.639205825209725,0,0,0,0,0,1,0,0,0.333333333333333,0,1,0,0,0,0.333333333333333,0,0,0,0.303571428571429,0,1,0,0,0.333333333333333,0,1,0,1,0
"401",0,0,0,0.0294117647058824,0,1,0,0,0,0,0,0,0,1,0.0735519338348012,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.142857142857143,0,1,1,0,0,0,1,0,0,0
"404",0,0,0,0.470588235294118,0,1,0,0,0,1,0,0,0,0,0.621581484583933,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0.333333333333333,1,0,0,0.321428571428571,0,1,1,0,0,0,1,0,1,0
"405",0,0,0,0.161764705882353,0,1,0,0,0,0,0,0,0,0,0.448656505477642,0,0,0,0,1,0,0,0,0.333333333333333,0,1,0,0,0,0.666666666666667,0,0,0,0.303571428571429,0,1,1,0,0,0,1,0,0,0
"406",1,0,0,0.117647058823529,0,1,0,0,0,1,0,0,0,0,0.579206310867532,0,0,0,0,1,0,0,0,0.666666666666667,1,0,0,0,0,0,0,0,0,0.267857142857143,0,1,0,0,0,0,0,1,0,0
"408",0,0,1,0.205882352941176,0,1,0,0,0,0,0,0,1,0,0.477708912654031,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0.267857142857143,1,0,1,0,0.333333333333333,0,1,0,0,1
"411",0,0,1,0.647058823529412,0,0,1,0,0,0,1,0,0,0,0.782716180847138,0,0,0,1,0,0,0,1,0.666666666666667,0,1,0,0,0,0.666666666666667,0,1,0,0.232142857142857,0,0,1,0,0.333333333333333,0,1,0,1,0
"413",0,0,1,0.470588235294118,0,1,0,0,0,0,1,0,0,0,0.515998876429244,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0.357142857142857,0,1,1,0,0,0,1,0,0,0
"414",0,0,1,0.294117647058824,0,0,1,0,1,0,0,0,0,0,0.681259032962879,0,0,0,0,0,0,1,0,0.666666666666667,0,1,0,0,0,0.666666666666667,0,1,0,0.285714285714286,0,1,1,0,0.333333333333333,1,0,0,0,1
"415",1,0,0,0.294117647058824,0,1,0,0,0,0,1,0,0,0,0.584916884008876,1,0,0,0,1,0,0,0,0.666666666666667,0,0,1,0,0,0.333333333333333,0,1,0,0.0535714285714286,0,1,0,0,0,0,1,0,0,1
"416",0,0,0,0.0294117647058824,0,1,0,0,0,0,0,1,0,0,0.135660301825932,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0.0714285714285714,0,1,1,0,0,0,1,0,0,0
"418",0,0,1,0.0294117647058824,0,1,0,0,0,0,0,1,0,0,0.372048997002569,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0.303571428571429,0,1,1,0,0,0,0,1,1,1
"419",1,0,0,0.205882352941176,0,0,0,1,0,0,1,0,0,0,0.373360258200992,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.333333333333333,0,1,0,0.25,0,1,1,0,0,0,1,0,0,0
"420",0,0,0,0.205882352941176,0,0,0,0,0,1,0,0,0,0,0.586565727628202,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0.125,0,1,0,0,0,0,1,0,0,0
"421",0,0,1,0.514705882352941,0,1,0,0,1,0,0,0,0,0,0.541823016354702,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0.0892857142857143,0,1,1,0,0,0,1,0,0,0
"422",0,1,0,0.294117647058824,0,1,0,0,0,0,1,0,0,0,0.703654784072125,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0.333333333333333,0,1,0,0.107142857142857,0,0,1,0,0,0,1,0,0,0
"423",1,0,0,0.117647058823529,0,1,0,0,0,0,0,0,1,0,0.330847283995755,1,0,0,0,0,0,1,0,0.666666666666667,0,1,0,0,0,1,0,0,0,0.357142857142857,0,1,1,0,0,1,0,0,0,0
"424",0,0,0,0.0294117647058824,0,1,0,0,1,0,0,0,0,0,0.392534777907647,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.333333333333333,1,0,0,0.0714285714285714,0,1,0,0,0,0,0,0,0,1
"425",0,0,0,0.161764705882353,0,0,0,1,0,1,0,0,0,0,0.413257082934183,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0.446428571428571,0,1,1,0,0.333333333333333,0,1,0,1,1
"427",1,0,0,0.294117647058824,0,1,0,0,0,0,0,0,0,0,0.364992486675118,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0.125,0,1,1,0,0,0,1,0,0,0
"429",0,0,1,0.161764705882353,0,0,1,0,0,1,0,0,0,0,0.312904296226599,0,0,1,0,0,0,1,0,0.666666666666667,1,0,0,0,0,0.333333333333333,1,0,0,0.196428571428571,0,1,1,0,0.333333333333333,0,1,0,0,0
"431",1,0,0,0.0294117647058824,0,0,1,0,0,0,0,0,0,0,0.366536465282842,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0.5,0,1,1,0,0,0,0,1,0,1
"433",0,0,1,0.294117647058824,0,1,0,0,0,0,0,0,0,0,0.630220364921673,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0.767857142857143,0,1,0,1,0,0,1,0,0,1
"435",0,0,1,0.102941176470588,0,0,0,1,0,0,0,0,0,0,0.782394653181407,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0.357142857142857,0,1,1,0,0.333333333333333,1,0,0,0,0
"437",0,0,1,0.117647058823529,0,0,0,1,0,0,1,0,0,0,0.475792848892044,0,0,0,0,0,0,0,1,0.333333333333333,0,1,0,0,0,0.333333333333333,0,0,1,0.125,0,1,1,0,0.333333333333333,0,1,0,0,0
